code,dataset,field,code_type,description,group,subgroup1,subgroup2,subgroup3,certitude,certitude_numeric,flag
B00.7,hes_apc,diag,icd10,disseminated herpesviral disease,perinatal,p_perinatal,p6_cns_infection,,definite,2,age_less_than_28_days
B01.0,hes_apc,diag,icd10,varicella meningitis,perinatal,p_perinatal,p6_cns_infection,,definite,2,age_less_than_28_days
B01.1,hes_apc,diag,icd10,varicella encephalitis,perinatal,p_perinatal,p6_cns_infection,,definite,2,age_less_than_28_days
B01.8,hes_apc,diag,icd10,varicella with other complications,perinatal,p_perinatal,p6_cns_infection,,maybe,1.75,age_less_than_28_days
B37.5,hes_apc,diag,icd10,candidal meningitis,perinatal,p_perinatal,p6_cns_infection,,definite,2,age_less_than_28_days
G00,hes_apc,diag,icd10,bacterial meningitis not elsewhere classified,perinatal,p_perinatal,p6_cns_infection,,definite,2,age_less_than_28_days
G00.0,hes_apc,diag,icd10,haemophilus meningitis,perinatal,p_perinatal,p6_cns_infection,,definite,2,age_less_than_28_days
G00.1,hes_apc,diag,icd10,pneumococcal meningitis,perinatal,p_perinatal,p6_cns_infection,,definite,2,age_less_than_28_days
G00.2,hes_apc,diag,icd10,streptococcal meningitis,perinatal,p_perinatal,p6_cns_infection,,definite,2,age_less_than_28_days
G00.3,hes_apc,diag,icd10,staphylococcal meningitis,perinatal,p_perinatal,p6_cns_infection,,definite,2,age_less_than_28_days
G00.8,hes_apc,diag,icd10,other bacterial meningitis,perinatal,p_perinatal,p6_cns_infection,,definite,2,age_less_than_28_days
G00.9,hes_apc,diag,icd10,bacterial meningitis unspecified,perinatal,p_perinatal,p6_cns_infection,,definite,2,age_less_than_28_days
G01,hes_apc,diag,icd10,meningitis in bacterial diseases classified elsewhere,perinatal,p_perinatal,p6_cns_infection,,definite,2,age_less_than_28_days
G02.1,hes_apc,diag,icd10,meningitis in mycoses,perinatal,p_perinatal,p6_cns_infection,,maybe,1.75,age_less_than_28_days
G02.8,hes_apc,diag,icd10,meningitis in other specified infectious and parasitic diseases classified elsewhere,perinatal,p_perinatal,p6_cns_infection,,maybe,1.75,age_less_than_28_days
G03,hes_apc,diag,icd10,meningitis due to other and unspecified causes,perinatal,p_perinatal,p6_cns_infection,,maybe,1.75,age_less_than_28_days
G03.0,hes_apc,diag,icd10,nonpyogenic meningitis,perinatal,p_perinatal,p6_cns_infection,,maybe,1.75,age_less_than_28_days
G03.1,hes_apc,diag,icd10,chronic meningitis,perinatal,p_perinatal,p6_cns_infection,,maybe,1.75,age_less_than_28_days
G03.2,hes_apc,diag,icd10,benign recurrent meningitis [mollaret],perinatal,p_perinatal,p6_cns_infection,,maybe,1.5,age_less_than_28_days
G03.8,hes_apc,diag,icd10,meningitis due to other specified causes,perinatal,p_perinatal,p6_cns_infection,,maybe,1.75,age_less_than_28_days
G03.9,hes_apc,diag,icd10,meningitis unspecified,perinatal,p_perinatal,p6_cns_infection,,maybe,1.75,age_less_than_28_days
G05,hes_apc,diag,icd10,encephalitis myelitis and encephalomyelitis in diseases classified elsewhere,perinatal,p_perinatal,p6_cns_infection,,maybe,1.75,age_less_than_28_days
G05.0,hes_apc,diag,icd10,encephalitis myelitis and encephalomyelitis in bacterial diseases classified elsewhere,perinatal,p_perinatal,p6_cns_infection,,definite,2,age_less_than_28_days
G05.1,hes_apc,diag,icd10,encephalitis myelitis and encephalomyelitis in viral diseases classified elsewhere,perinatal,p_perinatal,p6_cns_infection,,maybe,1.75,age_less_than_28_days
G05.2,hes_apc,diag,icd10,encephalitis myelitis and encephalomyelitis in other infectious and parasitic diseases classified elsewhere,perinatal,p_perinatal,p6_cns_infection,,maybe,1.75,age_less_than_28_days
G05.8,hes_apc,diag,icd10,encephalitis myelitis and encephalomyelitis in other diseases classified elsewhere,perinatal,p_perinatal,p6_cns_infection,,maybe,1.75,age_less_than_28_days
P35.2,hes_apc,diag,icd10,congenital herpesviral [herpes simplex] infection,perinatal,p_perinatal,p6_cns_infection,,definite,2,
P04.4,hes_apc,diag,icd10,fetus and newborn affected by maternal use of drugs of addiction,perinatal,p_perinatal,p7_nas,,definite,2,
A50,hes_apc,diag,icd10,congenital syphilis,perinatal,p_perinatal,p8_cong_inf,p8a_cong_syphilis,definite,3,
A50.0,hes_apc,diag,icd10,early congenital syphilis symptomatic,perinatal,p_perinatal,p8_cong_inf,p8a_cong_syphilis,definite,3,
A50.1,hes_apc,diag,icd10,early congenital syphilis latent,perinatal,p_perinatal,p8_cong_inf,p8a_cong_syphilis,definite,3,
A50.2,hes_apc,diag,icd10,early congenital syphilis unspecified,perinatal,p_perinatal,p8_cong_inf,p8a_cong_syphilis,definite,3,
A50.3,hes_apc,diag,icd10,late congenital syphilitic oculopathy,perinatal,p_perinatal,p8_cong_inf,p8a_cong_syphilis,definite,3,
A50.4,hes_apc,diag,icd10,late congenital neurosyphilis [juvenile neurosyphilis],perinatal,p_perinatal,p8_cong_inf,p8a_cong_syphilis,definite,3,
A50.5,hes_apc,diag,icd10,other late congenital syphilis symptomatic,perinatal,p_perinatal,p8_cong_inf,p8a_cong_syphilis,definite,3,
A50.6,hes_apc,diag,icd10,late congenital syphilis latent,perinatal,p_perinatal,p8_cong_inf,p8a_cong_syphilis,definite,3,
A50.7,hes_apc,diag,icd10,late congenital syphilis unspecified,perinatal,p_perinatal,p8_cong_inf,p8a_cong_syphilis,definite,3,
A50.9,hes_apc,diag,icd10,congenital syphilis unspecified,perinatal,p_perinatal,p8_cong_inf,p8a_cong_syphilis,definite,3,
B06.0,hes_apc,diag,icd10,rubella with neurological complications,perinatal,p_perinatal,p8_cong_inf,p8d_rubella,definite,3,age_less_than_28_days
B06.9,hes_apc,diag,icd10,rubella without complication,perinatal,p_perinatal,p8_cong_inf,p8d_rubella,maybe,1.75,age_less_than_28_days
B58.2,hes_apc,diag,icd10,toxoplasma meningoencephalitis,perinatal,p_perinatal,p8_cong_inf,p8b_toxo,definite,2,age_less_than_28_days
P35.0,hes_apc,diag,icd10,congenital rubella syndrome,perinatal,p_perinatal,p8_cong_inf,p8d_rubella,definite,2.75,
P35.1,hes_apc,diag,icd10,congenital cytomegalovirus infection,perinatal,p_perinatal,p8_cong_inf,p8c_cmv,maybe,1.75,
P35.8,hes_apc,diag,icd10,other congenital viral diseases,perinatal,p_perinatal,p8_cong_inf,,maybe,1.5,
P35.9,hes_apc,diag,icd10,congenital viral disease unspecified,perinatal,p_perinatal,p8_cong_inf,,maybe,1.5,
P37.0,hes_apc,diag,icd10,congenital tuberculosis,perinatal,p_perinatal,p8_cong_inf,,definite,2,
P37.1,hes_apc,diag,icd10,congenital toxoplasmosis,perinatal,p_perinatal,p8_cong_inf,p8b_toxo,definite,2,
bwt_less_than_1000_g,hes_apc,birweit,birweit,birthweight less than 1000 g,perinatal,p_perinatal,p9_ext_lbw,,definite,,
ga_less_than_26_w,hes_apc,gestat,gestat,gestational age less than 26 weeks,perinatal,p_perinatal,p9_ext_preterm,,definite,,
Z50.5,hes_apc,diag,icd10,speech therapy,high_risk_sen,z1_speech_therapy,,,,,
R27,hes_apc,diag,icd10,other lack of coordination,high_risk_sen,z2_coordination,,,,,
R27.0,hes_apc,diag,icd10,ataxia unspecified,high_risk_sen,z2_coordination,,,,,
R27.8,hes_apc,diag,icd10,other and unspecified lack of coordination,high_risk_sen,z2_coordination,,,,,
R47,hes_apc,diag,icd10,speech disturbances not elsewhere classified,high_risk_sen,z3_speech_problems,,,,,
R47.0,hes_apc,diag,icd10,dysphasia and aphasia,high_risk_sen,z3_speech_problems,,,,,
R47.1,hes_apc,diag,icd10,dysarthria and anarthria,high_risk_sen,z3_speech_problems,,,,,
R47.8,hes_apc,diag,icd10,other and unspecified speech disturbances,high_risk_sen,z3_speech_problems,,,,,
R48,hes_apc,diag,icd10,dyslexia and other symbolic dysfunctions not elsewhere classified,high_risk_sen,z4_dyslexia,,,,,
R48.0,hes_apc,diag,icd10,dyslexia and alexia,high_risk_sen,z4_dyslexia,,,,,
R48.1,hes_apc,diag,icd10,agnosia,high_risk_sen,z4_dyslexia,,,,,
R48.2,hes_apc,diag,icd10,apraxia,high_risk_sen,z4_dyslexia,,,,,
R48.8,hes_apc,diag,icd10,other and unspecified symbolic dysfunctions,high_risk_sen,z4_dyslexia,,,,,
R26.0,hes_apc,diag,icd10,ataxic gait,high_risk_sen,z5_gait_mobility,,,,,
R26.1,hes_apc,diag,icd10,paralytic gait,high_risk_sen,z5_gait_mobility,,,,,
R26.8,hes_apc,diag,icd10,other and unspecified abnormalities of gait and mobility,high_risk_sen,z5_gait_mobility,,,,,
R62,hes_apc,diag,icd10,lack of expected normal physiological development,high_risk_sen,z6_lack_develop,,,,,
R62.0,hes_apc,diag,icd10,delayed milestone,high_risk_sen,z6_lack_develop,,,,,
R62.8,hes_apc,diag,icd10,other lack of expected normal physiological development,high_risk_sen,z6_lack_develop,,,,,
R62.9,hes_apc,diag,icd10,lack of expected normal physiological development unspecified,high_risk_sen,z6_lack_develop,,,,,
Z99.3,hes_apc,diag,icd10,dependence on wheelchair,high_risk_sen,z7_wheelchair,,,,,
Z75.5,hes_apc,diag,icd10,holiday relief care,high_risk_sen,z8_respite,,,,,
Z51.5,hes_apc,diag,icd10,palliative care,high_risk_sen,z9_palliative,,,,,
