code,dataset,field,code_type,group,subgroup,reason_for_removal
_0RG64ZJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RGA0J0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RGA0J1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RGA0JJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RGA0K0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RGA0K1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RGA0KJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RGA0Z0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RGA0Z1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RGA0ZJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RGA3J0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RGA3J1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RGA3JJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RGA3K0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RGA3K1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RGA3KJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RGA3Z0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RGA3Z1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RGA3ZJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RGA4J0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RGA4J1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RGA4JJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RGA4K0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RGA4K1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RGA4KJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RGA4Z0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RGA4Z1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0RGA4ZJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0SG00J0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0SG00J1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0SG00JJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0SG00K0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0SG00K1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0SG00KJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0SG00Z0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0SG00Z1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0SG00ZJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0SG03J0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0SG03J1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0SG03JJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0SG03K0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0SG03K1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0SG03KJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0SG03Z0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0SG03Z1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0SG03ZJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0SG04J0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0SG04J1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0SG04JJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0SG04K0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0SG04K1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0SG04KJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0SG04Z0,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0SG04Z1,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
_0SG04ZJ,hes_apc,diag,icd-10-pcs,misc,devices [misc],icd-10-pcs codes not used in HES
T86.5,hes_apc,diag,icd-10-cm,misc,transplantation [misc],icd-10-cm not used in HES + all misc transplant codes removed as truncated forms already in misc devices [misc]
T86.90,hes_apc,diag,icd-10-cm,misc,transplantation [misc],all misc transplant codes removed as truncated forms already in misc devices [misc]
T86.91,hes_apc,diag,icd-10-cm,misc,transplantation [misc],all misc transplant codes removed as truncated forms already in misc devices [misc]
T86.92,hes_apc,diag,icd-10-cm,misc,transplantation [misc],all misc transplant codes removed as truncated forms already in misc devices [misc]
T86.99,hes_apc,diag,icd-10-cm,misc,transplantation [misc],all misc transplant codes removed as truncated forms already in misc devices [misc]
T86.890,hes_apc,diag,icd-10-cm,misc,transplantation [misc],all misc transplant codes removed as truncated forms already in misc devices [misc]
T86.891,hes_apc,diag,icd-10-cm,misc,transplantation [misc],all misc transplant codes removed as truncated forms already in misc devices [misc]
T86.899,hes_apc,diag,icd-10-cm,misc,transplantation [misc],all misc transplant codes removed as truncated forms already in misc devices [misc]
